,filename,label,y_test,combined_predictions,effnetv2l,NASNetLarge,ConvNeXt,combined_test_predictions_round
0,Chum_SCL_2005_19_1.tif,1,1.0,1.2962394952774048,1.404726505279541,1.5366909503936768,0.9603731632232666,1
1,Chum_SCL_2004_112_1.tif,1,1.0,1.1262352466583252,1.1889104843139648,1.1853585243225098,1.0057491064071655,1
2,Chum_SCL_2007_17_1.tif,1,1.0,1.2330714464187622,1.3742809295654297,1.3167399168014526,1.0072766542434692,1
3,Chum_SCL_2004_47_1.tif,1,1.0,1.3026328086853027,1.177187204360962,1.7490832805633545,1.0231671333312988,1
4,Chum_SCL_2004_103_1.tif,1,1.0,1.168338418006897,1.3718254566192627,1.1647529602050781,0.9574066996574402,1
5,Chum_SCL_2002_123_1.tif,1,1.0,1.1343071460723877,1.1888562440872192,1.1914016008377075,1.0242469310760498,1
6,Chum_SCL_2002_100_1.tif,1,1.0,1.3756794929504395,1.319227695465088,1.3478862047195435,1.460733413696289,1
7,Chum_SCL_2007_07_1.tif,1,1.0,1.0507094860076904,1.1834629774093628,0.9985459446907043,0.9590275883674622,1
8,Chum_SCL_2005_22_1.tif,1,1.0,1.3045849800109863,1.295830249786377,1.6783032417297363,0.9693083763122559,1
9,Chum_SCL_2006_03_1.tif,1,1.0,1.1999377012252808,1.2284692525863647,1.3757026195526123,1.0078786611557007,1
10,Chum_SCL_2002_118_1.tif,1,1.0,1.1844310760498047,1.2753305435180664,1.3174738883972168,0.9660909175872803,1
11,Chum_SCL_2005_33_1.tif,1,1.0,1.2228788137435913,1.356359601020813,1.3249906301498413,0.9882197976112366,1
12,Chum_SCL_2004_89_1.tif,1,1.0,1.142262578010559,1.2479506731033325,1.1316412687301636,1.040781855583191,1
13,Chum_SCL_2004_30_1.tif,1,1.0,1.1871099472045898,1.3065276145935059,1.121056079864502,1.1222723722457886,1
14,Chum_SCL_2006_05_1.tif,1,1.0,1.1944756507873535,1.3031879663467407,1.265082836151123,1.0149346590042114,1
15,Chum_SCL_2006_12_1.tif,1,1.0,1.258553385734558,1.342812418937683,1.4542365074157715,0.9894623756408691,1
16,Chum_SCL_2007_10_1.tif,1,1.0,1.1927021741867065,1.3963329792022705,1.154989242553711,1.013077735900879,1
17,Chum_SCL_2002_135_1.tif,1,1.0,1.1503105163574219,1.246198058128357,1.1210650205612183,1.076316237449646,1
18,Chum_SCL_2006_16_1.tif,1,1.0,1.245660662651062,1.2945280075073242,1.4885640144348145,0.9703033566474915,1
19,Chum_SCL_2004_34_1.tif,1,1.0,1.1192219257354736,1.1779800653457642,1.2178382873535156,0.9664549231529236,1
20,Chum_SCL_2002_126_1.tif,1,1.0,1.1218987703323364,1.1732735633850098,1.1790963411331177,1.015085220336914,1
21,Chum_SCL_2004_108_1.tif,1,1.0,1.191307783126831,1.2847633361816406,1.2753244638442993,1.0154684782028198,1
22,Chum_SCL_2006_01_1.tif,1,1.0,1.1921974420547485,1.358035922050476,1.0811777114868164,1.119936227798462,1
23,Chum_SCL_2002_113_1.tif,1,1.0,1.234184741973877,1.2578634023666382,1.4818675518035889,0.9809409976005554,1
24,Chum_SCL_2002_150_1.tif,1,1.0,1.1172518730163574,1.2410290241241455,1.1336220502853394,0.9718462228775024,1
25,Chum_SCL_2004_57_1.tif,1,1.0,1.0792279243469238,1.141893744468689,1.1128718852996826,0.98223876953125,1
26,Chum_SCL_2005_38_1.tif,1,1.0,1.4386768341064453,1.3588922023773193,1.925854206085205,1.0735960006713867,1
27,Chum_SCL_2006_13_1.tif,1,1.0,1.2639250755310059,1.3427839279174805,1.2417069673538208,1.2013812065124512,1
28,Chum_SCL_2004_105_1.tif,1,1.0,1.1969480514526367,1.3458828926086426,1.2407222986221313,0.9997943639755249,1
29,ChumBY20_24292_5310_81_752_2.png,2,2.0,2.1149916648864746,1.9817354679107666,1.990750789642334,2.369812488555908,2
30,ChumBY13_18060_5306_215_559_2.png,2,2.0,2.0070955753326416,2.0329880714416504,1.7558761835098267,2.211409568786621,2
31,ChumBY20_24422_5323_52_479_2.png,2,2.0,2.063642740249634,1.8440171480178833,2.028627395629883,2.3271477222442627,2
32,ChumBY20_24527_3357_706_706001_2.png,2,2.0,2.4298465251922607,2.260681629180908,2.7606072425842285,2.3030524253845215,2
33,ChumBY20_24353_5306_243_410_2.png,2,2.0,2.997748374938965,3.077026844024658,2.9164726734161377,2.9892020225524902,3
34,ChumBY19_23610_5306_115_499_2.png,2,2.0,2.1406431198120117,2.0917792320251465,2.10258150100708,2.227173328399658,2
35,ChumBY20_24292_5310_80_587_2.png,2,2.0,2.6721858978271484,2.882124185562134,2.355130910873413,2.7434186935424805,3
36,ChumBY19_23636_3794_446_446109_2.png,2,2.0,2.9757962226867676,2.94102144241333,2.953284740447998,3.0331597328186035,3
37,ChumBY19_23588_3261_317_251_2.png,2,2.0,3.018982410430908,3.0304312705993652,3.0331177711486816,2.993898391723633,3
38,ChumBY20_24292_5310_81_772_2.png,2,2.0,2.2528889179229736,2.0036957263946533,2.268702983856201,2.500669002532959,2
39,ChumBY20_24292_5310_1_53_2.png,2,2.0,3.430523633956909,3.2502455711364746,3.7197773456573486,3.3536911010742188,3
40,ChumBY20_24292_5310_81_868_2.png,2,2.0,1.8578304052352905,1.821991205215454,1.8514220714569092,1.9014701843261719,2
41,ChumBY19_23622_5310_22_214_2.png,2,2.0,2.6965270042419434,2.6462769508361816,2.5026228427886963,2.9281721115112305,3
42,Chum_SCL_2004_74_2.tif,2,2.0,1.2850532531738281,1.300614833831787,1.355566143989563,1.203670620918274,1
43,ChumBY20_24292_5310_81_833_2.png,2,2.0,2.209519386291504,1.9371190071105957,1.9844682216644287,2.7037618160247803,2
44,ChumBY19_23647_3681_407_40707_2.png,2,2.0,2.408423900604248,2.0484731197357178,2.613952159881592,2.597933769226074,2
45,ChumBY20_24422_5323_52_399_2.png,2,2.0,2.574721336364746,2.537672519683838,2.4997568130493164,2.682830333709717,3
46,ChumBY19_23807_3261_412_41204_2.png,2,2.0,2.246516227722168,2.0646071434020996,2.382234811782837,2.312930107116699,2
47,ChumBY20_24422_5323_52_336_2.png,2,2.0,2.916804790496826,2.77275013923645,3.182812452316284,2.823263645172119,3
48,ChumBY19_23807_3261_409_40920_2.png,2,2.0,2.6258530616760254,2.0074949264526367,2.9275617599487305,2.998762607574463,3
49,ChumBY20_24292_5310_81_813_2.png,2,2.0,2.3687193393707275,2.1436262130737305,2.5378050804138184,2.4498400688171387,2
50,Chum_SCL_2002_74_2.tif,2,2.0,1.392720341682434,1.4199180603027344,1.5032048225402832,1.262241244316101,1
51,ChumBY13_18060_5306_292_916_2.png,2,2.0,3.2611470222473145,3.2878358364105225,3.4661712646484375,3.0440561771392822,3
52,ChumBY19_23647_3681_343_34322_2.png,2,2.0,2.8897759914398193,3.011399030685425,2.953953742980957,2.702568769454956,3
53,ChumBY14_19636_5310_7_62_2.png,2,2.0,3.634714365005493,3.7715888023376465,3.30942964553833,3.790456771850586,4
54,ChumBY21_25073_4111_713_71312_3.png,3,3.0,2.975252151489258,2.9605956077575684,3.012066602706909,2.956747531890869,3
55,ChumBY19_23628_5306_67_155_3.png,3,3.0,3.066317081451416,2.9926085472106934,3.1124677658081055,3.101377010345459,3
56,ChumBY20_24344_4078_39_8_3.png,3,3.0,2.9237923622131348,2.9579696655273438,2.85629940032959,2.9500246047973633,3
57,ChumBY20_24364_4111_863_86304_3.png,3,3.0,3.0312771797180176,3.002804756164551,3.057286262512207,3.0372791290283203,3
58,ChumBY21_24937_4078_58_326_3.png,3,3.0,2.980664014816284,3.015991687774658,2.9355900287628174,2.9850192070007324,3
59,ChumBY21_25049_3357_385_38512_3.png,3,3.0,3.991868019104004,3.9805643558502197,4.282358646392822,3.735994338989258,4
60,ChumBY19_23674_4111_942_1285_3.png,3,3.0,2.965644359588623,2.9759955406188965,2.9488439559936523,2.97023344039917,3
61,ChumBY19_23632_3442_318_31858_3.png,3,3.0,2.9518847465515137,3.0449047088623047,2.7711238861083984,3.020575761795044,3
62,ChumBY15_20528_5306_15_31_3.png,3,3.0,3.1452903747558594,3.3097591400146484,3.0868849754333496,3.0259714126586914,3
