,filename,label,y_test,combined_predictions,effnetv2l,NASNetLarge,ConvNeXt,combined_test_predictions_round
0,Chum_SCL_2005_19_1.tif,1,1.0,1.4098029136657715,1.2542856931686401,1.2009323835372925,1.7598938941955566,1
1,Chum_SCL_2004_112_1.tif,1,1.0,0.9968360066413879,1.0199652910232544,0.970773458480835,0.9979086518287659,1
2,Chum_SCL_2007_17_1.tif,1,1.0,0.9644105434417725,0.905504584312439,1.0140725374221802,0.9772267937660217,1
3,Chum_SCL_2004_47_1.tif,1,1.0,1.1657447814941406,1.460542917251587,1.0328234434127808,0.9940593242645264,1
4,Chum_SCL_2004_103_1.tif,1,1.0,1.0001707077026367,0.9779254198074341,1.0168545246124268,1.0069365501403809,1
5,Chum_SCL_2002_123_1.tif,1,1.0,1.1379643678665161,1.110353946685791,1.1075811386108398,1.1938872337341309,1
6,Chum_SCL_2002_100_1.tif,1,1.0,1.4529073238372803,1.1762268543243408,1.4561322927474976,1.7270872592926025,1
7,Chum_SCL_2007_07_1.tif,1,1.0,0.9595073461532593,0.9125833511352539,0.9444818496704102,1.0204927921295166,1
8,Chum_SCL_2005_22_1.tif,1,1.0,1.0493767261505127,1.1099144220352173,1.061847448348999,0.9771293997764587,1
9,Chum_SCL_2006_03_1.tif,1,1.0,0.9936443567276001,1.019951581954956,0.9911360144615173,0.9696230292320251,1
10,Chum_SCL_2002_118_1.tif,1,1.0,1.009475827217102,0.8919535875320435,1.142383337020874,1.0035781860351562,1
11,Chum_SCL_2005_33_1.tif,1,1.0,1.019317388534546,1.00982666015625,1.0436328649520874,1.006206750869751,1
12,Chum_SCL_2004_89_1.tif,1,1.0,0.9706176519393921,0.9226331114768982,1.0063095092773438,0.985487699508667,1
13,Chum_SCL_2004_30_1.tif,1,1.0,1.133814811706543,1.106175184249878,1.0961990356445312,1.1964949369430542,1
14,Chum_SCL_2006_05_1.tif,1,1.0,0.9907886981964111,0.9453531503677368,1.0678966045379639,0.9645797610282898,1
15,Chum_SCL_2006_12_1.tif,1,1.0,1.0369263887405396,1.0422710180282593,1.096556544303894,0.9761035442352295,1
16,Chum_SCL_2007_10_1.tif,1,1.0,1.0638620853424072,1.0113177299499512,1.0361168384552002,1.1423102617263794,1
17,Chum_SCL_2002_135_1.tif,1,1.0,1.0523185729980469,1.0257785320281982,1.038232445716858,1.0920096635818481,1
18,Chum_SCL_2006_16_1.tif,1,1.0,1.1189733743667603,1.2106542587280273,1.0903804302215576,1.0537244081497192,1
19,Chum_SCL_2004_34_1.tif,1,1.0,1.0334627628326416,1.0301978588104248,0.9250208139419556,1.137607455253601,1
20,Chum_SCL_2002_126_1.tif,1,1.0,1.0225626230239868,0.8217138051986694,1.0459882020950317,1.2019832134246826,1
21,Chum_SCL_2004_108_1.tif,1,1.0,1.1134657859802246,1.1750385761260986,1.1204934120178223,1.0452446937561035,1
22,Chum_SCL_2006_01_1.tif,1,1.0,1.2588586807250977,1.3874311447143555,1.3195774555206299,1.0735728740692139,1
23,Chum_SCL_2002_113_1.tif,1,1.0,1.1321303844451904,1.0887256860733032,1.1827841997146606,1.1284946203231812,1
24,Chum_SCL_2002_150_1.tif,1,1.0,1.085726022720337,1.2001829147338867,1.0129204988479614,1.0387871265411377,1
